mes,idade,renda_mensal,tempo_emprego_anos,divida_existente,utilizacao_credito,atrasos_12m,valor_emprestimo,prob_default_real,default,score
3,22.0,2211.32,0.1,1249.86,0.514,0,6048.32,0.1816229802555502,0,0.19691238466913688
3,53.0,1559.47,11.4,4902.09,0.13,1,4516.05,0.12281175104710554,1,0.09983419184364908
3,35.0,4784.1,3.7,732.22,0.125,1,4816.19,0.05540648224889379,0,0.05205466448505155
3,30.0,3784.66,9.5,1187.09,0.31,1,8973.23,0.10161551836304769,0,0.10561055105348112
3,25.0,4658.23,0.3,6343.33,0.615,0,3910.82,0.18984744871874268,0,0.20249132651567744
3,24.0,3863.12,1.3,1655.33,0.195,1,4332.67,0.11400352194348083,0,0.1137078598836281
3,43.0,3625.91,1.5,4795.01,0.199,0,4969.06,0.08592310079049528,0,0.0746826320151091
3,49.0,4138.09,2.4,2225.92,0.575,0,1958.64,0.0736425960431922,1,0.07122158134991462
3,48.0,9591.37,8.1,3523.38,0.236,0,4302.57,0.008775113648193066,0,0.007705186327243469
3,53.0,2941.66,2.4,1338.27,0.203,0,1418.14,0.044435852391077064,0,0.03625604480459179
3,57.0,9176.9,1.1,3335.53,0.045,0,3667.4,0.00893572296956282,0,0.007115386173181696
3,49.0,5343.11,0.3,2530.95,0.235,0,7537.11,0.04792356460011928,0,0.04367955981485234
3,32.0,4291.27,0.4,1435.62,0.146,0,6146.47,0.05296577831380224,0,0.04925574354769911
3,40.0,4672.91,7.1,1848.27,0.143,0,3650.39,0.02685011048442219,0,0.0228762397239278
3,18.0,864.34,2.9,712.22,0.234,0,5016.06,0.1327220333275714,0,0.12986060117147394
3,45.0,3236.51,6.5,3631.18,0.236,1,2871.26,0.1034255334240919,0,0.09180160897198257
3,40.0,2692.96,5.7,5461.93,0.088,1,4909.01,0.14676321843093468,0,0.12723715451615086
3,56.0,9419.87,0.7,1588.27,0.28,0,21272.28,0.028584635781116398,0,0.030993031924131876
3,30.0,3122.44,0.8,2608.28,0.164,0,12368.41,0.12344918467623943,0,0.1220857968192605
3,44.0,3592.45,7.0,1647.87,0.404,0,5045.8,0.05755864157270901,0,0.0540563516006579
3,27.0,3566.29,6.4,1707.53,0.319,1,5324.49,0.11744312954108152,0,0.11996353903574086
3,37.0,2022.44,2.4,428.65,0.131,0,3011.57,0.05893446965779812,0,0.050870008982313045
3,20.0,2829.63,0.4,295.71,0.416,2,3291.52,0.2965750153367694,0,0.3281747063317501
3,53.0,5258.52,0.1,5541.37,0.163,0,5890.48,0.05845853439738617,0,0.04897730955861297
3,50.0,1395.05,1.7,383.9,0.377,0,3780.28,0.0974497256775694,0,0.08864558132276042
3,33.0,4188.54,0.0,3017.02,0.231,0,7723.9,0.0864817061302917,0,0.08325553183506308
3,41.0,2426.81,1.3,4073.07,0.103,0,10773.48,0.12891904330045517,0,0.11588793812612816
3,38.0,6535.23,2.7,2827.09,0.457,0,5804.05,0.0472814156981834,0,0.04811738626457862
3,31.0,4349.06,0.6,1979.96,0.112,1,5171.24,0.09211269927018743,0,0.08776822512839766
3,39.0,1837.4,0.6,5718.34,0.253,0,2120.93,0.15789139950633085,0,0.13726155868306195
3,33.0,3019.16,11.3,948.25,0.324,1,7142.41,0.09778283206976915,0,0.0982188881563311
3,49.0,4465.35,4.4,831.3,0.232,0,2774.33,0.028605353031925875,0,0.024503411092208164
3,36.0,3175.5,13.6,2241.87,0.148,1,3987.8,0.05979145214818053,0,0.052775458533040914
3,64.0,3886.65,2.1,2506.35,0.036,0,7940.95,0.039263805310242206,0,0.030699243193025944
3,37.0,3609.57,5.7,6183.54,0.38,0,8224.55,0.14096630583195208,1,0.13561313004166106
3,39.0,5377.99,1.1,1811.4,0.508,0,3892.26,0.059668130419051855,0,0.06073078569861574
3,44.0,4437.31,4.8,9108.7,0.579,1,4005.97,0.2914499890783984,0,0.2900856611339961
3,47.0,3562.81,0.7,6492.46,0.335,0,3464.56,0.12576761848348983,0,0.11088819213339057
3,39.0,3670.43,0.0,3038.97,0.094,0,2700.18,0.05593599984639347,0,0.04704254040686997
3,44.0,2236.63,13.4,5855.67,0.144,1,3578.15,0.11313500599350149,0,0.09374114680330825
3,40.0,7046.75,4.0,6024.15,0.354,0,2193.9,0.04000799745143709,0,0.03635395823943698
3,29.0,13807.9,13.1,579.95,0.239,2,6915.57,0.006701648939509889,0,0.007530275721370013
3,26.0,3138.01,2.0,4347.01,0.029,0,5986.5,0.08692189905619581,0,0.07641177126933761
3,46.0,3719.95,2.0,2780.77,0.22,0,6504.6,0.0671325614145197,1,0.059796359491016846
3,55.0,5748.94,2.6,1026.02,0.213,0,3049.7,0.020734797557671637,0,0.0174879284230525
3,20.0,5734.53,6.1,2191.95,0.098,0,2703.94,0.024695170971470816,0,0.022415384123378415
3,22.0,3945.14,4.2,6331.67,0.22,0,5048.05,0.11065850841981968,0,0.10351420323439145
3,22.0,2346.6,13.0,4199.58,0.09,0,5074.85,0.0630916520176202,0,0.05455680589853477
3,47.0,8251.67,0.1,1469.86,0.352,0,4565.87,0.019318095878096603,0,0.018557449437617925
3,47.0,4947.09,6.2,7374.88,0.207,1,4252.48,0.11170718075008582,0,0.09733663389325069
3,27.0,4020.84,2.0,7444.91,0.096,0,11560.95,0.15419751728445033,0,0.1447115436597503
3,62.0,2629.97,1.0,3926.68,0.447,1,6081.54,0.22294601264986041,0,0.21107398755753085
3,34.0,3737.15,3.6,4188.92,0.278,0,13165.29,0.1338490320018788,0,0.13464118126459604
3,54.0,1609.21,3.5,6703.22,0.338,0,9269.48,0.22455765991868448,0,0.2019812455036609
3,47.0,5081.73,0.7,3893.3,0.322,0,11517.64,0.09013252662149109,0,0.0881487140170811
3,27.0,5671.06,1.1,1492.85,0.514,0,2872.01,0.057806411479604726,0,0.061486765085993864
3,33.0,4037.54,2.6,1145.23,0.213,0,6611.63,0.054720950377665424,0,0.05189032009816811
3,28.0,2363.47,2.6,450.24,0.203,0,3960.47,0.07045105716495083,0,0.06562612445464744
3,23.0,4462.01,1.9,4323.58,0.412,0,2139.46,0.09626642567346332,0,0.09594605053354432
3,35.0,5189.08,0.8,2672.56,0.159,0,10383.79,0.060433769431434595,0,0.05811373569736477
3,25.0,2605.93,0.0,1210.53,0.164,0,4243.54,0.08346514200736878,0,0.0781882032266212
3,36.0,5543.03,17.6,131.03,0.241,0,2899.95,0.010453958501882446,0,0.009164438549454753
3,59.0,4610.23,14.4,541.3,0.299,0,3994.68,0.015641313774042816,0,0.012923177598815012
3,46.0,3218.57,3.3,4484.2,0.244,1,3300.69,0.14101584895642233,0,0.12666194953744678
3,32.0,2832.9,26.5,1109.22,0.23,0,3474.31,0.01658682086902428,0,0.013931880434843015
3,31.0,3359.36,5.6,1041.35,0.153,1,4399.29,0.08220533901115842,0,0.07754192725873758
3,34.0,2352.42,0.4,1475.42,0.189,1,11677.36,0.2178963304892225,1,0.22244056524483416
3,61.0,4093.35,0.6,3059.59,0.265,0,3522.2,0.05214747072733395,0,0.04327175759852608
3,26.0,4681.24,12.4,2650.25,0.064,1,11267.02,0.06595185569030826,0,0.06411383167162187
3,38.0,6160.22,5.0,2987.62,0.405,1,7513.21,0.08716158136109915,0,0.09139847098635898
3,43.0,4162.42,9.3,999.86,0.349,0,5991.73,0.03816748473809708,0,0.035595550725209424
3,51.0,4342.01,11.4,3251.99,0.478,1,7144.23,0.09831689198239743,0,0.09675439626890771
3,34.0,3227.29,3.0,5283.81,0.33,1,4948.44,0.219631514633627,0,0.21525677904615967
3,27.0,2456.89,0.2,74.6,0.041,0,9349.0,0.0776177980160494,0,0.07308458677538036
3,41.0,3000.49,1.0,1894.83,0.333,0,6525.61,0.09730961515840797,0,0.09291845395708248
3,52.0,6923.19,0.3,1593.42,0.232,0,2138.09,0.018754934484696624,0,0.0161817838268262
3,35.0,4843.23,1.0,1940.33,0.354,0,5699.46,0.06327546189487218,0,0.06257943229409574
3,29.0,4373.54,2.6,1033.91,0.101,0,7273.45,0.04411565020300436,0,0.041112511079568564
3,39.0,1608.54,0.6,2336.03,0.231,0,4253.51,0.11647505456258714,0,0.10443090791515432
3,20.0,4191.3,0.9,1470.45,0.5,1,5235.03,0.1829042938169069,0,0.2069462459864315
4,28.0,2763.39,1.5,1764.39,0.132,0,4001.34,0.07184752560542909,0,0.06495106771762395
4,53.0,3013.61,6.1,879.07,0.307,0,3114.67,0.04347466657008323,0,0.037282629070754025
4,33.0,6208.4,9.6,1473.94,0.289,0,7355.52,0.02480333270406848,0,0.024135536756922118
4,28.0,2017.51,0.1,4524.83,0.165,1,4642.86,0.2506508083442864,0,0.23893341485049216
4,45.0,4491.36,4.2,1946.6,0.683,4,9192.47,0.6209207568455621,1,0.6882090947687173
4,56.0,5052.85,0.2,797.38,0.622,1,3205.89,0.1034758000870394,0,0.10759215716509354
4,43.0,3415.34,0.4,557.0,0.395,1,2071.9,0.11468270954175648,0,0.11285688483078297
4,52.0,5441.88,6.1,2189.65,0.609,0,5294.3,0.051372679986364946,0,0.051340404869343624
4,56.0,3891.09,6.7,7862.44,0.222,1,12431.51,0.21131040692142267,0,0.1936399153313511
4,28.0,6296.24,8.4,986.18,0.448,0,6409.22,0.032092221480147363,0,0.03389054354010177
4,48.0,1835.38,3.2,722.55,0.177,0,24530.86,0.18490159755855876,0,0.19228057119634243
4,21.0,3112.09,9.8,5044.32,0.581,1,5802.42,0.2664713903285731,1,0.2898594035021593
4,43.0,3525.17,0.9,4941.34,0.318,0,5529.08,0.11615781489461714,0,0.10648771599200982
4,37.0,1093.9,1.4,3106.31,0.13,1,1672.91,0.1869071915677141,0,0.16534369493047152
4,52.0,2233.49,0.7,1645.83,0.542,0,6087.38,0.1405514579002631,0,0.13808626255593554
4,51.0,2524.71,8.0,3735.24,0.067,1,5347.23,0.09473416370614186,0,0.07814394335250302
4,44.0,5578.6,1.3,718.4,0.53,0,4008.97,0.04707502962941575,0,0.04789100599448758
4,41.0,2648.95,0.8,2764.3,0.345,0,4589.89,0.11134535401391307,0,0.10394144747832942
4,44.0,2519.62,4.9,442.29,0.582,0,4750.24,0.09665721219841453,0,0.0976817007957867
4,39.0,5259.91,0.4,2629.72,0.139,0,4491.92,0.03967817338349554,0,0.035026049980795566
4,37.0,1758.01,0.2,5161.08,0.321,0,13972.65,0.29902775101249546,0,0.30087180765661653
4,54.0,1433.59,0.6,8017.02,0.248,0,4082.93,0.21581868706495702,0,0.1793487733407604
4,55.0,3094.2,0.0,1712.55,0.359,0,5348.96,0.08158867433639616,0,0.07394513975323495
4,36.0,1897.95,6.0,3245.59,0.224,0,4016.03,0.09215778325175816,0,0.08104082754390284
4,41.0,1930.71,4.1,1499.07,0.397,2,7271.48,0.331618379531753,1,0.3459307058014782
4,39.0,4712.84,1.2,3788.89,0.208,0,5368.92,0.061559825526373395,0,0.05555443697050337
4,20.0,5400.18,1.3,4767.64,0.285,1,4272.89,0.13901046880792664,0,0.14336006099887144
4,34.0,5192.6,8.3,3749.45,0.13,1,1876.22,0.050521320831628004,0,0.04457479095046085
4,56.0,5996.61,3.5,1553.21,0.657,1,5550.56,0.08985586013562592,0,0.09599977605882878
4,30.0,6364.62,6.0,1103.96,0.075,0,4209.97,0.016412630149879925,0,0.014593101325997764
4,61.0,1397.07,3.0,1262.06,0.157,2,4767.75,0.20636048994314873,0,0.18378466131664098
4,51.0,4459.02,1.4,2626.18,0.405,1,2721.04,0.10518859439014532,0,0.10026867431703673
4,42.0,2868.88,17.6,657.25,0.57,1,10063.21,0.10964459181411511,0,0.11740927394542207
4,44.0,2601.02,4.2,1684.06,0.186,0,7542.97,0.07072250005134427,0,0.06292066583010904
4,28.0,4685.31,0.7,3687.49,0.338,1,10050.25,0.19797321679398003,1,0.21319452706909112
4,35.0,1671.32,2.6,3038.49,0.071,0,8721.0,0.11617772828809728,0,0.1031145200356274
4,54.0,1655.74,2.0,931.1,0.275,0,6608.81,0.09097973761191952,0,0.08042062609456319
4,31.0,4842.12,1.2,4827.77,0.565,0,2776.26,0.11721788985166508,0,0.12067974392637805
4,50.0,4534.65,13.5,2180.96,0.458,1,12353.49,0.09365070161936923,0,0.09701733430821567
4,23.0,3872.01,10.6,5701.73,0.147,1,3090.79,0.1040951013579288,1,0.09510035173102264
4,25.0,2450.48,1.1,1513.49,0.321,0,4297.53,0.11050943153065666,0,0.10907783550925004
4,59.0,5088.42,2.2,1582.56,0.221,0,6998.5,0.03377980874219678,0,0.029153695264396658
4,38.0,4945.02,7.2,4723.29,0.129,0,7174.37,0.04595089572619055,0,0.03999952190452425
4,32.0,3783.43,1.2,729.32,0.166,0,6542.79,0.05573834277845568,0,0.05240977803828644
4,53.0,2143.52,4.5,3743.28,0.215,0,4023.29,0.08145022978786474,0,0.06688367832969644
4,52.0,3006.82,6.0,438.6,0.167,0,3628.35,0.03363747854278456,0,0.02763037774355612
4,48.0,5308.29,5.3,1375.4,0.279,1,17452.99,0.10759346728505083,0,0.11497716981541266
4,32.0,6615.93,6.1,1745.13,0.195,1,4819.1,0.039213514867340565,0,0.038193081454125206
4,35.0,3143.39,6.1,3605.42,0.087,0,4532.89,0.057004264295467545,0,0.0480808135138942
4,41.0,3254.02,16.7,170.38,0.278,0,3439.98,0.02217785852404308,0,0.019173600238685192
4,46.0,3385.44,2.1,3990.43,0.585,0,5554.34,0.1469663809290096,0,0.14704359137915882
4,32.0,4120.38,10.5,1637.67,0.288,0,5426.29,0.039273129403510944,0,0.03681596812988396
4,40.0,2803.21,0.1,6113.41,0.264,1,4875.06,0.2604005339635208,1,0.24558326640070893
4,41.0,989.91,1.7,1433.86,0.209,0,5948.32,0.1181522317682813,0,0.10595704489288138
4,52.0,6227.6,0.2,1418.33,0.199,0,11869.99,0.03731846422631411,0,0.03524102687095377
4,46.0,8164.98,5.3,623.52,0.218,0,3649.97,0.009713031796310988,0,0.008676603843751175
4,21.0,2763.96,0.5,2694.33,0.272,0,5021.79,0.12361884540220482,1,0.1220177625597211
4,36.0,2252.97,9.3,7483.36,0.315,1,3554.88,0.2373398480057406,0,0.21879431872148947
4,28.0,3423.11,5.2,2009.03,0.362,1,5695.03,0.14544898654699845,0,0.15076279790976674
4,44.0,3346.34,0.1,2757.58,0.207,0,3698.81,0.0705120495141168,1,0.06144527416270992
4,48.0,5698.64,6.3,468.44,0.16,0,3779.24,0.0161415882544856,0,0.013696292347897649
4,39.0,3731.58,9.9,3938.81,0.208,0,2369.04,0.0423905890744969,0,0.03553626649096253
4,35.0,2548.65,5.4,1851.46,0.444,0,5161.06,0.10217632946777326,0,0.1007827448227125
4,39.0,2011.66,0.2,1627.23,0.44,0,6092.93,0.14936706947171116,1,0.1485070645798709
4,40.0,5375.12,9.8,1169.54,0.225,0,12459.49,0.03283916544527324,0,0.0318443304022185
4,31.0,4768.47,6.6,1407.19,0.113,1,6215.19,0.0577627035396485,0,0.054845191966905016
4,25.0,5867.9,2.4,3719.01,0.217,1,3925.14,0.08401451527787343,0,0.08339766074049516
4,18.0,2355.05,2.0,4469.11,0.417,1,2490.3,0.2959820414701797,0,0.30722491132466223
4,52.0,8327.32,3.3,381.04,0.106,0,2668.73,0.007219514529606514,0,0.006008706026300233
4,43.0,1661.27,10.1,812.0,0.165,1,2571.35,0.0787135218474178,0,0.06799846527244277
4,42.0,5010.65,1.5,2560.99,0.509,0,12569.41,0.11135975499756655,1,0.12078966779227503
4,52.0,1541.77,0.5,830.1,0.165,0,5675.45,0.0814624268896344,0,0.06922676272939444
4,24.0,2551.28,10.0,1021.83,0.582,0,3672.09,0.09296791140702192,1,0.0982186167392877
4,19.0,7350.03,0.1,1226.41,0.329,2,3041.39,0.101231651917868,0,0.11502449182651642
4,42.0,5292.86,12.1,3223.11,0.174,1,3203.33,0.038758166863602936,0,0.03382093115232974
4,41.0,2847.51,1.8,5749.58,0.257,0,3624.06,0.1230841087546466,0,0.10770373975688213
4,19.0,2882.82,3.5,2078.0,0.259,1,9491.27,0.20653389235677763,1,0.220249156743123
4,42.0,3809.6,0.7,2633.21,0.18,0,4841.73,0.06159227726789762,0,0.05425767740783875
4,34.0,4588.75,11.6,3694.83,0.162,0,2383.36,0.028593674581224623,0,0.024040150134751047
4,29.0,6394.61,6.9,1243.52,0.086,1,15603.17,0.05901828574757007,0,0.062447801556553634
4,34.0,2965.18,12.9,3449.73,0.102,1,2779.2,0.06907198923658509,0,0.05917473988412418
4,18.0,1762.87,5.7,8025.94,0.116,0,3657.67,0.18182683687073872,1,0.1601626693937902
4,31.0,3907.43,1.0,1045.64,0.314,2,9462.31,0.25876786113188016,0,0.2840659029264639
4,30.0,2963.59,1.8,3288.02,0.344,0,6048.56,0.12707592751815122,0,0.12482327870774335
4,44.0,2027.82,3.3,2647.45,0.401,0,3885.62,0.11482330621331523,1,0.10616792628034477
4,36.0,4162.83,4.7,999.15,0.215,1,2655.31,0.06568349039736045,0,0.06159705054575921
4,45.0,3308.0,13.0,4641.95,0.05,0,3031.02,0.03247786152736003,0,0.024589370018674676
4,18.0,4179.43,2.4,1500.22,0.338,1,3123.63,0.12215818417992083,0,0.1295065709786881
4,29.0,2434.51,6.1,892.38,0.58,0,4932.08,0.11714136722773345,1,0.12428211348112095
4,44.0,4532.46,16.2,1592.17,0.264,3,5407.44,0.1289251843045374,0,0.12904983328051908
4,35.0,2012.85,0.8,3510.55,0.407,2,4562.71,0.42686924154160205,1,0.4413633211337672
4,47.0,2508.7,9.9,1567.56,0.381,0,4819.34,0.05963027168244721,0,0.05376526974585649
4,18.0,3263.93,2.7,227.73,0.56,0,2906.31,0.10179462119436096,0,0.11210347762627501
4,46.0,7973.02,6.6,7794.43,0.363,1,5690.58,0.07327313345594465,0,0.06989539933411792
4,31.0,5183.17,1.7,4973.23,0.176,1,9323.18,0.14379974535491158,0,0.14334020464435798
4,30.0,5911.98,2.0,2870.78,0.246,0,4530.58,0.041923716886504696,0,0.03994675186470223
4,49.0,6889.02,0.1,1732.15,0.557,0,4486.63,0.04104491829214082,0,0.041824062818495704
4,51.0,18421.51,17.8,1853.04,0.107,1,5123.03,0.0004501395745680962,0,0.00041211537768129445
4,49.0,3709.73,8.4,1064.6,0.433,0,8596.43,0.057398318855946984,0,0.055496269077587965
4,60.0,6899.34,0.5,2633.57,0.077,0,3142.07,0.01590407830801107,0,0.01248597915278743
4,52.0,5742.71,38.1,9826.28,0.221,0,10151.98,0.014992542766836798,0,0.011326671261305259
4,29.0,5699.96,4.6,2249.43,0.083,0,6066.95,0.02916585885615942,0,0.02643212924407938
4,40.0,8090.19,9.6,4124.84,0.145,1,4985.76,0.02504377814727724,0,0.02269853566429527
4,34.0,3014.86,0.3,1345.75,0.602,0,9014.77,0.1749439817324565,1,0.19334604522455956
4,60.0,2909.08,2.5,2843.42,0.346,0,2721.58,0.06972807726030346,0,0.05878296684190689
4,50.0,4204.43,5.5,1507.13,0.248,0,6380.63,0.03988760302373958,0,0.035243159649912086
4,36.0,3353.58,0.6,2530.1,0.375,1,6094.58,0.1901651088578612,0,0.19482635488019137
4,48.0,4202.04,3.4,5959.55,0.186,0,3078.73,0.0646980292069039,0,0.05299542073014515
4,24.0,7355.75,2.9,3124.01,0.136,1,6187.7,0.05022254912403615,0,0.0503979155707065
4,41.0,2936.09,1.2,5806.08,0.135,1,5662.68,0.19905887881388976,0,0.17964116611965966
4,28.0,3174.47,1.8,5949.27,0.388,0,4494.6,0.1710192822556463,0,0.1664959713968594
4,19.0,3938.05,17.1,1942.72,0.334,0,7565.92,0.04226812039635446,0,0.04233985270689396
4,47.0,3285.44,1.7,6913.29,0.662,0,3692.74,0.22225118026446336,1,0.21930529480040928
4,48.0,1538.71,1.2,3284.54,0.312,2,5626.04,0.3813205288928934,0,0.3752031713925387
4,43.0,2804.39,3.8,3112.67,0.119,0,4601.62,0.06408889568110329,0,0.053603063049066736
4,36.0,4960.78,5.6,1483.17,0.264,1,3614.29,0.061608854083379426,0,0.05939020476969572
4,24.0,6952.77,6.5,5120.95,0.332,0,6319.8,0.04617856497757755,0,0.046288881921016996
4,25.0,2165.53,7.0,3463.37,0.229,0,4429.9,0.09782631764011755,0,0.09008212566448769
4,27.0,2160.99,0.2,1410.92,0.377,0,2353.12,0.11885022292803915,0,0.11676064153432018
4,35.0,3690.82,2.5,3722.2,0.046,0,1997.13,0.04935829650061004,0,0.040474811692256064
4,50.0,1430.79,7.4,888.02,0.723,0,7291.97,0.15853186258397345,0,0.16530700332114437
4,50.0,2980.25,11.8,845.13,0.204,0,2669.64,0.026517068195531568,0,0.021495432540994616
4,20.0,1667.0,4.6,2457.44,0.468,1,5651.59,0.2958587286298849,0,0.317668269436312
4,30.0,6741.77,0.3,1815.19,0.045,0,5051.68,0.02279912039785688,0,0.020589627984022203
4,30.0,2575.51,2.5,1923.77,0.376,0,4087.69,0.10711416341365242,0,0.1048977664919452
4,18.0,7660.06,0.4,5759.93,0.166,1,13073.39,0.12553899589602274,0,0.13774605018592356
4,44.0,6009.43,6.9,2814.75,0.096,0,5376.74,0.020752178542622433,0,0.017432831206320276
4,35.0,2722.1,0.3,1811.39,0.384,1,7171.12,0.22075532333027892,0,0.22980848528644499
4,37.0,2247.6,1.0,942.01,0.188,0,5666.96,0.08216178103492393,0,0.07489442629436079
4,53.0,3337.26,2.7,3273.16,0.206,1,4377.49,0.11120966208877438,0,0.09779561875412804
4,39.0,3473.47,3.1,3813.5,0.098,0,4868.08,0.06290932668546391,0,0.05327647442849515
4,33.0,4254.64,2.6,4000.05,0.479,0,10191.11,0.14297925602518488,0,0.1516501771354003
4,44.0,2567.16,3.1,2042.83,0.223,1,8468.03,0.15791172154949384,0,0.15130572242481943
4,50.0,5094.3,6.2,506.22,0.216,1,13042.82,0.06657476294177186,0,0.06620912394043714
4,41.0,4102.69,2.3,5911.0,0.084,0,5490.75,0.07345273528494059,0,0.06132973814270552
4,46.0,3123.85,4.0,898.69,0.382,1,3170.14,0.10731062434700993,0,0.10331947518356659
4,36.0,2642.77,1.8,2066.11,0.142,0,3943.18,0.07032546365003967,0,0.06151331462593665
4,37.0,3350.29,2.2,4054.97,0.389,1,2713.82,0.18162252196144074,0,0.1779541434897903
4,39.0,2520.96,4.8,3515.63,0.23,0,7212.15,0.10049772428976834,0,0.09111933502705417
4,30.0,3737.97,3.4,1278.76,0.431,0,3666.68,0.07333008582613454,1,0.07372653702254225
4,32.0,3783.66,6.4,8827.81,0.359,0,1066.72,0.12918401782267486,0,0.11471341267094701
4,53.0,4096.01,4.1,2026.13,0.325,0,16846.33,0.09462133568954564,1,0.09512615825698818
4,60.0,8061.13,8.1,2888.67,0.254,1,3694.87,0.020233587517791363,0,0.017645267561165127
4,56.0,3430.29,2.9,3020.85,0.068,1,3683.82,0.07706251332217279,0,0.0629359438147203
4,23.0,5721.97,3.4,3566.2,0.566,0,11336.76,0.121161975569993,0,0.1406863505967138
4,22.0,4037.23,5.5,3633.45,0.423,0,2686.18,0.08549405582889553,0,0.0855117112865668
4,25.0,3270.8,1.3,1687.86,0.139,0,8675.89,0.08505616068535385,0,0.08233553229656429
4,39.0,3450.86,2.4,76.87,0.146,1,3663.88,0.07250461973339731,0,0.0668325396547729
4,18.0,3545.83,4.9,3183.82,0.225,0,2535.39,0.07086324665091161,0,0.0668364151165468
4,32.0,4129.43,0.1,756.24,0.335,0,11531.74,0.09474079027221584,0,0.10049992531567832
4,53.0,2364.46,2.9,2605.61,0.477,0,7797.42,0.13425522834871953,0,0.12884727165721369
4,49.0,1882.95,4.6,3759.65,0.302,1,7785.36,0.2195955869520739,0,0.20737613964077434
4,32.0,4887.49,17.1,2856.2,0.307,0,5906.61,0.027355758845476138,0,0.02524383394518598
4,33.0,5454.28,10.5,1803.64,0.084,2,6631.26,0.07117953830264524,1,0.06896718571033188
4,44.0,5092.56,1.6,2152.7,0.159,2,2654.26,0.1073625195811544,0,0.10108711532785357
4,48.0,3903.92,3.5,8156.41,0.694,0,5196.84,0.2280822957844748,0,0.22740862569738451
4,32.0,5142.28,0.3,2490.42,0.161,1,3089.05,0.07769209068314772,0,0.07368267113836185
4,35.0,5019.29,1.4,759.28,0.129,1,2454.14,0.052296155997263456,0,0.04845269175384409
4,32.0,5189.71,7.5,1064.52,0.164,0,6035.88,0.026554706748157728,0,0.024416402919619204
4,23.0,2473.05,0.7,4826.79,0.255,0,8769.85,0.19835671125384996,0,0.1968038559038985
4,36.0,2222.46,1.5,637.54,0.156,0,4057.47,0.06765142711782461,0,0.06009206880490166
4,35.0,3056.86,14.4,1467.57,0.167,0,4420.44,0.03040939654260284,0,0.025990364040099627
4,24.0,3612.58,8.7,3450.26,0.078,0,2782.0,0.04286822646579661,0,0.036736844055757736
4,45.0,3265.39,7.6,2422.71,0.025,0,4932.54,0.034839368574994964,0,0.027688829203058155
4,43.0,1564.76,10.0,2439.39,0.357,0,7187.06,0.09893126435382289,0,0.0910485616162943
4,46.0,7901.13,6.9,5629.33,0.124,0,7300.98,0.020982968589494805,0,0.01790175986861814
4,30.0,3218.53,0.6,332.02,0.375,1,6454.86,0.1621057068736298,0,0.17281606877277453
4,18.0,3935.2,3.6,3532.72,0.261,2,3607.55,0.24460323726586458,0,0.25701249752843786
4,43.0,6374.41,2.9,7111.12,0.178,0,3550.83,0.04628331525649785,0,0.03898662276216135
4,31.0,1267.45,1.9,1971.92,0.22,2,7315.15,0.37860443270387883,1,0.38652333007847905
4,28.0,2892.1,9.0,1864.52,0.199,1,7376.09,0.11323790570760985,0,0.11100815693155568
4,24.0,3058.86,3.1,3129.75,0.327,0,4509.77,0.10865839295507035,0,0.10656873275204591
4,35.0,3129.6,0.3,2391.34,0.103,0,3971.56,0.06655176766782948,0,0.057932549597788055
4,55.0,3367.52,1.6,3964.8,0.341,0,8809.83,0.11070268398363675,0,0.10138655204075647
4,32.0,6982.84,1.3,2164.42,0.503,2,4105.27,0.14267075479251468,1,0.16274677536973126
4,26.0,4929.81,10.9,2683.85,0.523,0,7136.42,0.06299114627550333,0,0.0671676149751572
4,45.0,5603.33,5.2,680.18,0.141,0,4589.74,0.019216297840474662,0,0.016562341806250738
4,40.0,3718.98,4.1,2624.55,0.446,0,2910.95,0.07484354470561391,0,0.07126698046867164
4,18.0,1939.69,3.5,2301.44,0.527,0,11005.56,0.24944147390936222,0,0.27920912010498344
4,45.0,1428.15,5.3,6998.2,0.301,0,5218.85,0.19040469017348075,0,0.16595715802745215
4,61.0,1829.44,7.0,4334.35,0.309,0,3444.82,0.08642843635528304,0,0.06980908478250852
4,18.0,4280.8,4.0,3010.2,0.094,0,2451.85,0.047393100745981916,0,0.04282441230764084
4,24.0,3693.38,13.9,3447.92,0.389,2,2578.59,0.1688032866070239,0,0.174793698989114
4,18.0,3312.39,18.8,2439.53,0.048,0,4078.74,0.024673082325063097,0,0.02101532618139488
4,37.0,3084.49,26.8,2325.14,0.195,0,12868.84,0.027834724118083062,0,0.024822808626075853
4,49.0,9002.65,5.5,3961.13,0.408,0,3668.98,0.016715458072776582,0,0.01557987815402702
4,39.0,2514.16,13.5,1404.64,0.347,1,10134.77,0.12000165772117447,1,0.12064388755189624
4,53.0,5527.65,2.6,1603.84,0.426,0,4603.71,0.03908554623247639,0,0.036601875710539675
4,47.0,3644.09,9.8,487.95,0.411,0,2722.82,0.034992643081600446,0,0.031703142614798674
4,57.0,3542.46,12.0,1984.41,0.291,1,3879.24,0.05643894710370401,0,0.048819357541272444
4,51.0,6182.56,11.7,2415.5,0.285,0,2590.24,0.015262034122171772,0,0.012851587743906623
4,34.0,7031.38,8.9,3210.38,0.419,1,3203.55,0.04802353239121072,0,0.04883994695191018
4,39.0,3268.88,2.6,772.83,0.605,0,3156.21,0.09469366862699863,0,0.09783966763407907
4,28.0,5216.81,0.9,2577.66,0.262,0,1897.13,0.047043668937595956,0,0.044267346619152964
